Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_2779038_1 # 2 # 295 # -1 # ID=284027_1;partial=10;start_type=ATG;rbs_motif=TATAA;rbs_spacer=11bp;gc_cont=0.391	QTE33800.1	gb|QTE33800.1|FosY [Staphylococcus aureus]	MN961674.1	fosY	NA	QTE33800.1
k141_1707019_2 # 480 # 542 # 1 # ID=285979_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.476	UTS94248.1	gb|UTS94248.1|OXA-1139 [Acinetobacter baumannii]	ON651495.1	blaOXA	NA	UTS94248.1
k141_2153666_2 # 204 # 305 # 1 # ID=286070_2;partial=01;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.549	AAF89146.1	gb|AAF89146.1|GOB-5 [Elizabethkingia meningoseptica]	AF189290.1	NA	NA	AAF89146.1
k141_2331832_1 # 185 # 286 # 1 # ID=286375_1;partial=01;start_type=ATG;rbs_motif=TAAA;rbs_spacer=7bp;gc_cont=0.549	QWA20196.1	gb|QWA20196.1|OXA-997 [Acinetobacter vivianii]	MZ265749.1	blaOXA	NA	QWA20196.1
k141_367439_1 # 3 # 317 # 1 # ID=287296_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.527	ENV82218.1	gb|ENV82218.1|OXA-299 [Acinetobacter bouvetii DSM 14964 = CIP 107468]	KB849727.1	NA	NA	NA
k141_3046472_1 # 2 # 82 # -1 # ID=287632_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.395	WVP99768.1	gb|WVP99768.1|MUN-1 [Escherichia coli]	PP229523.1	blaMUN	NA	WVP99768.1
k141_634578_2 # 390 # 482 # 1 # ID=288217_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.505	CAA11707.1	gb|CAA11707.1|gimA [Streptomyces ambofaciens]	AJ223970.1	mgtA	NA	CAA11707.1
k141_2064183_1 # 1 # 342 # 1 # ID=289795_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.433	DAC85639.1	gb|DAC85639.1|FosM1 [Bacillus massiliigabonensis]	BK012111.1	fosM	NA	DAC85639.1
k141_367535_2 # 232 # 318 # 1 # ID=290375_2;partial=01;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.345	WP_111967096.1	gb|WP_111967096.1|ACT-62 [Enterobacter cloacae complex]	NG_061388.1	blaACT	A7J11_05828	WP_111967096.1
k141_1975240_10 # 3330 # 3431 # 1 # ID=290583_10;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.392	CAB36902.1	gb|CAB36902.1|CMY-6 [Escherichia coli]	AJ011293.1	CMY-6	NA	CAB36902.1
k141_367553_1 # 2 # 166 # -1 # ID=290613_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.485	WP_015266427.1	gb|WP_015266427.1|ECV-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_059320.1	blaECV	A7J11_05688	WP_015266427.1
k141_634669_2 # 225 # 350 # 1 # ID=291022_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.508	SNU87672.1	gb|SNU87672.1|OXA-154 [Pandoraea sputorum]	LT906435.1	bla	SAMEA4530655_03922	SNU87672.1
k141_2600619_1 # 3 # 83 # -1 # ID=291178_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.642	WP_168247876.1	gb|WP_168247876.1|CTX-M-153 [Escherichia coli]	NZ_JAVAIO010000002.1	NA	Q9243_RS24630	WP_168247876.1
k141_2600670_2 # 257 # 325 # 1 # ID=293155_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609	BAF34030.1	gb|BAF34030.1|BLMT [Escherichia coli]	AB255435.1	ble	NA	BAF34030.1
k141_1349773_1 # 2 # 76 # -1 # ID=293244_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.187	CBI71171.1	gb|CBI71171.1|SSA [uncultured bacterium]	FN640464.1	bla	NA	CBI71171.1
k141_2332096_2 # 616 # 693 # 1 # ID=293848_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.590	WP_004384957.1	gb|WP_004384957.1|CSA-2 [Cronobacter sakazakii]	NZ_CM126250.1	NA	NA	NA
k141_1528563_2 # 179 # 415 # 1 # ID=294015_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.506	UXD71803.1	gb|UXD71803.1|EstT [Sphingobacterium faecium]	CP094932.1	estT	MUK51_21335	UXD71803.1
k141_3046725_1 # 1 # 81 # -1 # ID=294166_1;partial=10;start_type=ATG;rbs_motif=AAAA;rbs_spacer=12bp;gc_cont=0.247	CAB14620.1	gb|CAB14620.1|aadK [Bacillus subtilis subsp. subtilis str. 168]	AL009126.3	aadK	BSU_26790	CAB14620.1
k141_1885840_1 # 1 # 147 # -1 # ID=294990_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.463	QEI22965.1	gb|QEI22965.1|FosA8 [Escherichia coli]	MN150127.1	fosA8	NA	QEI22965.1
k141_2779390_1 # 2 # 91 # -1 # ID=295218_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.489	WVW91584.1	gb|WVW91584.1|IMI-26 [Enterobacter cloacae]	PP296990.1	blaIMI	NA	WVW91584.1
k141_457245_2 # 186 # 266 # 1 # ID=297028_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.407	CAD37801.1	gb|CAD37801.1|SPM-1 [Pseudomonas aeruginosa]	AJ492820.1	spm-1	NA	CAD37801.1
k141_1797189_1 # 3 # 104 # -1 # ID=298110_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.304	CAA29819.1	gb|CAA29819.1|BcI [Bacillus cereus]	X06599.1	NA	NA	CAA29819.1
k141_367820_1 # 2 # 226 # -1 # ID=298519_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.400	WP_011094382.1	gb|WP_011094382.1|CAR-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JAIZGE020000001.1	NA	NA	NA
k141_10399_1 # 1 # 108 # -1 # ID=300931_1;partial=10;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.630	WGW19926.1	gb|WGW19926.1|KPC-172 [Klebsiella pneumoniae]	OQ856771.1	blaKPC	NA	WGW19926.1
k141_1797335_2 # 485 # 571 # 1 # ID=302178_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.414	WP_063857822.1	gb|WP_063857822.1|BlaB-10 [Elizabethkingia meningoseptica]	NZ_JBEUGP010000012.1	blaB	KXU00_RS18305	WP_063857822.1
k141_2511457_2 # 613 # 750 # 1 # ID=302492_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.478	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_10515_1 # 2 # 85 # -1 # ID=303532_1;partial=10;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.357	AKQ05894.1	gb|AKQ05894.1|tet(50) [uncultured bacterium]	KR857684.1	tet(50)	NA	AKQ05894.1
k141_3137129_1 # 182 # 328 # 1 # ID=303836_1;partial=01;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=13bp;gc_cont=0.565	CAA06312.1	gb|CAA06312.1|CTX-M-7 [Salmonella enterica subsp. enterica serovar Typhimurium]	AJ005045.1	bla	NA	CAA06312.1
k141_1528984_2 # 565 # 645 # 1 # ID=304597_2;partial=01;start_type=ATG;rbs_motif=AATAA;rbs_spacer=14bp;gc_cont=0.519	ACS44783.1	gb|ACS44783.1|MOX-5 [Aeromonas caviae]	GQ152600.1	blaMOX-5	NA	ACS44783.1
k141_2511551_2 # 207 # 353 # 1 # ID=304661_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.701	AAA26548.1	gb|AAA26548.1|AAC(3)-IIb [Serratia marcescens]	M97172.1	aac3-Vb	NA	AAA26548.1
k141_2868596_2 # 222 # 341 # 1 # ID=306855_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.275	WP_031996777.1	gb|WP_031996777.1|ADC-254 [Acinetobacter baumannii]	NZ_JBOIPL010000009.1	NA	ACSULJ_RS13125	WP_031996777.1
k141_2689920_1 # 3 # 218 # -1 # ID=307172_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.449	AAV97952.1	gb|AAV97952.1|CTX-M-47 [Escherichia coli]	AY847143.1	blaCTX-M	NA	AAV97952.1
k141_3137310_2 # 152 # 304 # 1 # ID=308438_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.307	APB03218.1	gb|APB03218.1|BahA [Paenibacillus sp. LC231]	KX531048.1	bahA	NA	APB03218.1
k141_1797654_1 # 147 # 305 # 1 # ID=309978_1;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.371	AAO52851.1	gb|AAO52851.1|Enterococcus faecium chloramphenicol acetyltransferase [Enterococcus faecium]	AF507977.1	NA	NA	AAO52851.1
k141_2422598_1 # 3 # 323 # 1 # ID=310335_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.315	AND91341.1	gb|AND91341.1|BJP-1 [Bradyrhizobium diazoefficiens USDA 110]	CP011360.1	NA	AAV28_28705	AND91341.1
k141_2511775_2 # 203 # 370 # 1 # ID=310550_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.548	ADQ38362.1	gb|ADQ38362.1|CMY-53 [Escherichia coli]	HQ336940.1	blaCMY-53	NA	ADQ38362.1
k141_1707905_1 # 648 # 716 # 1 # ID=310641_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.478	ACC55538.1	gb|ACC55538.1|OXA-20 [Acinetobacter baumannii ACICU]	CP000863.1	NA	ACICU_00226	ACC55538.1
k141_1261637_1 # 1 # 336 # -1 # ID=310646_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.658	ACH59005.1	gb|ACH59005.1|LRA-19 [uncultured bacterium BLR19]	EU408359.1	blaLRA-19	AKSOIL_0014	ACH59005.1
k141_2690101_1 # 2 # 163 # -1 # ID=310860_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.481	AAF86697.1	gb|AAF86697.1|ACC-3 [Hafnia alvei]	AF180958.1	acc-3	NA	AAF86697.1
k141_3137446_1 # 2 # 88 # -1 # ID=311386_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.368	APB03218.1	gb|APB03218.1|BahA [Paenibacillus sp. LC231]	KX531048.1	bahA	NA	APB03218.1
k141_10843_1 # 2 # 136 # -1 # ID=312456_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.452	WP_148044424.1	gb|WP_148044424.1|PAU-1 [Pseudomonas aeruginosa]	NZ_JBHOAB010000072.1	NA	ACKKG0_RS33060	WP_148044424.1
k141_2868823_1 # 2 # 100 # -1 # ID=313115_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.424	WP_078795634.1	gb|WP_078795634.1|GOB-23 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JBJDLP010000001.1	NA	ACKJN6_RS00375	WP_078795634.1
k141_2244611_2 # 888 # 989 # 1 # ID=315253_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.176	AKQ05894.1	gb|AKQ05894.1|tet(50) [uncultured bacterium]	KR857684.1	tet(50)	NA	AKQ05894.1
k141_2958828_1 # 3 # 353 # -1 # ID=316830_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.490	APB03222.1	gb|APB03222.1|rphB [Paenibacillus sp. LC231]	KX531052.1	rphB	NA	APB03222.1
k141_2958874_2 # 231 # 350 # 1 # ID=318189_2;partial=01;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.400	WP_001443153.1	gb|WP_001443153.1|EC-5 [Escherichia]	NZ_JBRIOW010000077.1	ampC	ABFO03_RS24330	WP_001443153.1
k141_2780343_1 # 3 # 206 # -1 # ID=320399_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.314	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_100193_2 # 431 # 490 # 1 # ID=320614_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.433	QWA20206.1	gb|QWA20206.1|OXA-1006 [Acinetobacter johnsonii]	MZ265759.1	blaOXA	NA	QWA20206.1
k141_2422983_1 # 350 # 457 # 1 # ID=321337_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.620	WP_056517622.1	gb|WP_056517622.1|OXA-669 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_062227.1	blaOXA	A7J11_05889	WP_056517622.1
k141_11229_1 # 3 # 83 # -1 # ID=322979_1;partial=10;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.198	EJR72097.1	gb|EJR72097.1|BcIII [Bacillus cereus VD166]	JH791860.1	NA	IK9_05831	EJR72097.1
k141_2601552_1 # 2 # 64 # -1 # ID=324660_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.460	AAP93848.1	gb|AAP93848.1|LEN-6 [Klebsiella pneumoniae]	AY265890.1	blaLEN	NA	AAP93848.1
k141_458320_2 # 749 # 895 # 1 # ID=324763_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.565	WP_058174497.1	gb|WP_058174497.1|PDC-250 [Pseudomonas aeruginosa]	NZ_JBFDVE010000010.1	NA	ABZR71_RS25285	WP_058174497.1
k141_2869215_1 # 2 # 64 # -1 # ID=324817_1;partial=10;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.556	WP_109545048.1	gb|WP_109545048.1|OXA-542 [Acinetobacter pittii]	NZ_JBLZGS010000004.1	NA	ACN16F_RS09735	WP_109545048.1
k141_1618801_1 # 2 # 292 # 1 # ID=324984_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.649	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1618945_2 # 193 # 276 # 1 # ID=328340_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.536	ACH58990.1	gb|ACH58990.1|LRA-12 [uncultured bacterium BLR12]	EU408351.1	blaLRA-12	AKSOIL_0006	ACH58990.1
k141_2245197_2 # 534 # 659 # 1 # ID=330271_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.524	QWA20203.1	gb|QWA20203.1|OXA-1003 [Acinetobacter oleivorans]	MZ265756.1	blaOXA	NA	QWA20203.1
k141_190077_2 # 583 # 708 # 1 # ID=330666_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.357	AEM97673.1	gb|AEM97673.1|CMY-61 [Escherichia coli]	JF460795.1	blaCMY-61	NA	AEM97673.1
k141_2780818_1 # 2 # 349 # -1 # ID=331782_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.463	AAA23215.1	gb|AAA23215.1|catQ [Clostridium perfringens]	M55620.1	catQ	NA	AAA23215.1
k141_458573_1 # 3 # 131 # -1 # ID=332686_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.248	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_458581_2 # 192 # 335 # 1 # ID=332977_2;partial=01;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.285	APB03222.1	gb|APB03222.1|rphB [Paenibacillus sp. LC231]	KX531052.1	rphB	NA	APB03222.1
k141_11623_1 # 1 # 69 # -1 # ID=333381_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=5bp;gc_cont=0.232	XBS36002.1	gb|XBS36002.1|NDM-70 [Escherichia coli]	PP895199.1	blaNDM	NA	XBS36002.1
k141_1530112_1 # 3 # 278 # -1 # ID=333906_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.688	APB03221.1	gb|APB03221.1|AAC(2')-IIb [Paenibacillus sp. LC231]	KX531051.1	aac(2')-IIb	NA	APB03221.1
k141_1798464_1 # 2 # 115 # -1 # ID=334920_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.325	ENU35234.1	gb|ENU35234.1|OXA-279 [Acinetobacter parvus DSM 16617 = CIP 108168]	KB849212.1	NA	NA	NA
k141_2065844_2 # 493 # 648 # 1 # ID=335310_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.256	ARB93503.1	gb|ARB93503.1|tet(56) [Legionella longbeachae]	CP020412.2	NA	A6J40_15560	ARB93503.1
k141_1798502_2 # 480 # 578 # 1 # ID=335862_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.586	WEY36412.1	gb|WEY36412.1|KHM-2 [Pseudomonas mosselii]	OQ646729.1	blaKHM	NA	WEY36412.1
k141_1530224_1 # 2 # 61 # -1 # ID=338786_1;partial=10;start_type=TTG;rbs_motif=GGGT;rbs_spacer=5bp;gc_cont=0.617	AJE92936.1	gb|AJE92936.1|mphK [Bacillus subtilis subsp. subtilis]	CP010314.1	NA	RP72_01525	AJE92936.1
k141_3048415_1 # 1 # 93 # -1 # ID=339175_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.484	WP_063859570.1	gb|WP_063859570.1|CME-2 [Elizabethkingia meningoseptica]	NG_048765.1	blaCME	A7J11_01899	WP_063859570.1
k141_816214_1 # 207 # 311 # 1 # ID=340342_1;partial=01;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.476	UUT09021.1	gb|UUT09021.1|OXA-1147 [Providencia rettgeri]	OP158703.1	blaOXA	NA	UUT09021.1
k141_2869908_1 # 3 # 485 # 1 # ID=343046_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.505	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2869945_1 # 1 # 390 # -1 # ID=344568_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.436	AJE92936.1	gb|AJE92936.1|mphK [Bacillus subtilis subsp. subtilis]	CP010314.1	NA	RP72_01525	AJE92936.1
k141_727088_1 # 2 # 64 # -1 # ID=345608_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.587	EIM09515.1	gb|EIM09515.1|BAT-1 [Bacillus atrophaeus C89]	AJRJ01000061.1	NA	UY9_16986	EIM09515.1
k141_1709254_1 # 2 # 73 # -1 # ID=346334_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.444	AKQ05894.1	gb|AKQ05894.1|tet(50) [uncultured bacterium]	KR857684.1	tet(50)	NA	AKQ05894.1
k141_2602365_2 # 225 # 587 # 1 # ID=347333_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.275	AXA20009.1	gb|AXA20009.1|nimK [Prevotella bivia]	MG827401.1	nimK	NA	AXA20009.1
k141_2781432_1 # 243 # 308 # 1 # ID=347523_1;partial=01;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.591	BFF41851.1	gb|BFF41851.1|OXA-1227 [Pandoraea sputorum]	LC797989.1	blaOXA-1227	NA	BFF41851.1
k141_2781437_1 # 1 # 258 # 1 # ID=347582_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.341	QEI22965.1	gb|QEI22965.1|FosA8 [Escherichia coli]	MN150127.1	fosA8	NA	QEI22965.1
k141_1798976_1 # 180 # 305 # 1 # ID=349257_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.619	WP_081853183.1	gb|WP_081853183.1|ELM-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_062206.1	blaELM	A7J11_05870	WP_081853183.1
k141_1441827_1 # 3 # 473 # 1 # ID=351414_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.605	APB03222.1	gb|APB03222.1|rphB [Paenibacillus sp. LC231]	KX531052.1	rphB	NA	APB03222.1
k141_1709457_1 # 3 # 200 # -1 # ID=351694_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.540	CAB41414.1	gb|CAB41414.1|lnuB [Enterococcus faecium]	AJ238249.1	linB	NA	CAB41414.1
k141_1530725_1 # 86 # 604 # 1 # ID=351784_1;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.647	QUW44775.1	gb|QUW44775.1|MOX-15 [Aeromonas caviae]	MZ133817.1	blaMOX	NA	QUW44775.1
k141_1530740_1 # 3 # 365 # 1 # ID=352161_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.645	ACI89425.1	gb|ACI89425.1|MOX-4 [Aeromonas caviae]	FJ262599.1	NA	NA	ACI89425.1
k141_369879_1 # 2 # 244 # 1 # ID=355817_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.486	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_1530910_1 # 1 # 114 # -1 # ID=355969_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.228	AKF41839.1	gb|AKF41839.1|OXA-482 [Acinetobacter baumannii]	KP264124.1	NA	NA	AKF41839.1
k141_2246246_2 # 198 # 323 # 1 # ID=356321_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.516	CAA50581.1	gb|CAA50581.1|nimA [Phocaeicola vulgatus]	X71444.1	nimA	NA	CAA50581.1
k141_191077_1 # 3 # 62 # -1 # ID=357027_1;partial=10;start_type=ATG;rbs_motif=AATAA;rbs_spacer=7bp;gc_cont=0.183	ACH58999.1	gb|ACH58999.1|LRA-10 [uncultured bacterium BLR10]	EU408357.1	blaLRA-10	AKSOIL_0012	ACH58999.1
k141_2602756_1 # 3 # 107 # -1 # ID=357271_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.505	ABW05394.1	gb|ABW05394.1|TRU-1 [Aeromonas enteropelogenes]	EU046614.1	ampC	NA	ABW05394.1
k141_548569_1 # 672 # 803 # 1 # ID=360868_1;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.318	CAA37699.1	gb|CAA37699.1|R39 [Actinomadura sp. R39]	X53650.1	NA	NA	CAA37699.1
k141_12583_2 # 297 # 368 # 1 # ID=361426_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.236	WP_012662081.1	gb|WP_012662081.1|OXA-493 [Campylobacter]	NZ_CBCVQG010000005.1	NA	ACOBKY_RS01810	WP_012662081.1
k141_3049266_2 # 434 # 556 # 1 # ID=361664_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.374	ACH58991.1	gb|ACH58991.1|LRA-13 [uncultured bacterium BLR13]	EU408352.1	blaLRA-13	AKSOIL_0007	ACH58991.1
k141_2691902_1 # 3 # 74 # -1 # ID=361797_1;partial=10;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.361	BDT38936.1	gb|BDT38936.1|OXA-1163 [Aeromonas caviae]	LC733701.1	blaOXA	NA	BDT38936.1
k141_2066758_1 # 229 # 330 # 1 # ID=362494_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.578	ENX16434.1	gb|ENX16434.1|OXA-284 [Acinetobacter sp. CIP 51.11]	KB850128.1	NA	F894_00230	ENX16434.1
k141_2066784_1 # 431 # 532 # 1 # ID=362958_1;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.578	ENX16434.1	gb|ENX16434.1|OXA-284 [Acinetobacter sp. CIP 51.11]	KB850128.1	NA	F894_00230	ENX16434.1
k141_1531228_1 # 2 # 118 # -1 # ID=363417_1;partial=10;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.342	ACH58991.1	gb|ACH58991.1|LRA-13 [uncultured bacterium BLR13]	EU408352.1	blaLRA-13	AKSOIL_0007	ACH58991.1
k141_548700_1 # 2 # 115 # -1 # ID=363728_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.377	WP_063864722.1	gb|WP_063864722.1|SIM-2 [Pseudomonas aeruginosa]	NZ_CP096928.1	NA	M2I82_RS30340	WP_063864722.1
k141_1084949_2 # 499 # 660 # 1 # ID=364944_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.309	ACS83559.1	gb|ACS83559.1|LnuP [Clostridium perfringens]	FJ589781.1	NA	NA	ACS83559.1
k141_2156715_1 # 1 # 90 # -1 # ID=368520_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.533	DAC85639.1	gb|DAC85639.1|FosM1 [Bacillus massiliigabonensis]	BK012111.1	fosM	NA	DAC85639.1
k141_2246775_1 # 3 # 92 # -1 # ID=369909_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.422	UNN26047.1	gb|UNN26047.1|KPC-117 [Klebsiella pneumoniae]	OM933711.1	blaKPC	NA	UNN26047.1
k141_2603075_1 # 3 # 128 # -1 # ID=370478_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.310	AIS19858.1	gb|AIS19858.1|IMI-7 [Enterobacter cloacae]	KM103296.1	imi-7	NA	AIS19858.1
