user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
binning_output.082	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900187115.1, s__Aliarcobacter butzleri, 95.0, 89.47, 0.257; GCA_017995775.1, s__Aliarcobacter sp017995775, 95.0, 89.37, 0.312; GCA_018816105.1, s__Aliarcobacter sp018816105, 95.0, 87.59, 0.282; GCF_003063295.1, s__Aliarcobacter lacus, 95.0, 87.47, 0.258; GCF_013177675.1, s__Aliarcobacter acticola, 95.0, 87.18, 0.261; GCF_013201935.1, s__Aliarcobacter cloacae, 95.0, 87.18, 0.233; GCA_028690445.1, s__Aliarcobacter sp028690445, 95.0, 86.24, 0.265; GCF_003544815.1, s__Aliarcobacter suis, 95.0, 86.13, 0.252; GCA_028703945.1, s__Aliarcobacter sp028703945, 95.0, 86.03, 0.26; GCA_028688995.1, s__Aliarcobacter sp028688995, 95.0, 85.93, 0.221; GCA_028681275.1, s__Aliarcobacter sp028681275, 95.0, 85.86, 0.284; GCF_003063245.1, s__Aliarcobacter caeni, 95.0, 85.85, 0.265; GCA_028689025.1, s__Aliarcobacter sp028689025, 95.0, 85.84, 0.224; GCF_013177635.1, s__Aliarcobacter aquimarinus, 95.0, 85.79, 0.243; GCF_003544915.1, s__Aliarcobacter ellisii, 95.0, 85.53, 0.229; GCF_013201665.1, s__Aliarcobacter venerupis, 95.0, 85.26, 0.199; GCA_019752775.1, s__Aliarcobacter sp019752775, 95.0, 85.22, 0.228; GCF_013201725.1, s__Aliarcobacter defluvii, 95.0, 84.95, 0.193	17.16	11	0.94078	Genome has more than 31.7% of markers with multiple hits
binning_output.083	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	18.55	11	0.46352	Genome has more than 35.0% of markers with multiple hits
binning_output.084	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_017984035.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp017984035	95.1	0.378	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001800905.1, s__Flavobacterium sp001800905, 95.0, 88.64, 0.358; GCF_020886115.1, s__Flavobacterium ammonificans, 95.0, 87.59, 0.342; GCA_002382495.1, s__Flavobacterium sp002382495, 95.0, 87.38, 0.327; GCF_020886055.1, s__Flavobacterium ammoniigenes, 95.0, 86.99, 0.34; GCA_017988155.1, s__Flavobacterium sp017988155, 95.0, 86.6, 0.273; GCF_024642105.1, s__Flavobacterium sp024642105, 95.0, 85.25, 0.231; GCF_029866485.1, s__Flavobacterium keumense, 95.0, 83.71, 0.205; GCA_947461425.1, s__Flavobacterium sp947461425, 95.0, 82.93, 0.193	26.45	11	0.99759	Genome has more than 10.8% of markers with multiple hits
binning_output.085	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.7%)
binning_output.086	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	11.32	11	0.99979	Genome domain questionable ( 11.7% Bacterial, 1.9% Archaeal)
binning_output.087	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum sp001548035	GCF_001548035.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum sp001548035	97.28	0.776	GCF_001548035.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum sp001548035	97.28	0.776	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018058685.1, s__Sulfurospirillum sp018058685, 95.0, 87.09, 0.271; GCA_017860615.1, s__Sulfurospirillum sp017860615, 95.0, 85.55, 0.423; GCF_000813345.1, s__Sulfurospirillum arsenophilum, 95.0, 83.33, 0.303; GCF_025770725.1, s__Sulfurospirillum oryzae, 95.0, 83.22, 0.291; GCF_000568815.1, s__Sulfurospirillum multivorans, 95.0, 81.86, 0.177; GCF_002162315.1, s__Sulfurospirillum sp002162315, 95.0, 81.85, 0.214; GCF_001723605.1, s__Sulfurospirillum halorespirans, 95.0, 81.73, 0.198; GCF_011769985.2, s__Sulfurospirillum diekertiae, 95.0, 81.63, 0.208; GCF_000743525.1, s__Sulfurospirillum sp000743525, 95.0, 81.42, 0.196	56.88	11	N/A	Genome has more than 35.0% of markers with multiple hits
binning_output.088	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UM-FILTER-40-17;s__	N/A	N/A	N/A	N/A	N/A	GCA_002841025.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UM-FILTER-40-17;s__UM-FILTER-40-17 sp002841025	87.43	0.506	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UM-FILTER-40-17;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002790195.1, s__UM-FILTER-40-17 sp002790195, 95.0, 85.06, 0.457	73.37	11	0.9864	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
binning_output.089	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera intermedia_A	GCF_021440345.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera intermedia_A	95.32	0.741	GCF_021440345.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera intermedia_A	95.32	0.741	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001571285.1, s__Kluyvera cryocrescens, 95.0, 90.27, 0.632; GCF_001266615.1, s__Kluyvera cryocrescens_A, 95.0, 89.32, 0.602; GCF_900635475.1, s__Kluyvera intermedia, 95.0, 87.1, 0.373; GCF_014218705.1, s__Kluyvera sichuanensis, 95.0, 86.94, 0.375; GCA_902363335.1, s__Kluyvera sp902363335, 95.0, 86.64, 0.34; GCF_014168815.1, s__Kluyvera ascorbata_B, 95.0, 86.63, 0.364; GCF_000735365.1, s__Kluyvera ascorbata, 95.0, 86.63, 0.348; GCA_016939855.1, s__Kluyvera ascorbata_C, 95.0, 86.38, 0.268; GCA_002211745.1, s__Kluyvera georgiana_A, 95.0, 86.35, 0.364; GCF_001654985.1, s__Kluyvera georgiana, 95.0, 86.34, 0.351	27.41	11	N/A	Genome has more than 11.7% of markers with multiple hits
binning_output.090	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_030656115.1, s__Hydrogenophaga sp030656115, 95.0, 86.46, 0.185	24.05	11	0.98365	Genome has more than 14.2% of markers with multiple hits
binning_output.091	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_017848645.1, s__Limnohabitans_A sp017848645, 95.0, 90.51, 0.36; GCF_003063355.1, s__Limnohabitans_A sp003063355, 95.0, 89.08, 0.322; GCF_003063665.1, s__Limnohabitans_A sp003063665, 95.0, 88.24, 0.267; GCF_001412535.1, s__Limnohabitans_A sp001412535, 95.0, 88.15, 0.315; GCF_945897465.1, s__Limnohabitans_A sp945897465, 95.0, 87.91, 0.317; GCA_030729445.1, s__Limnohabitans_A sp030729445, 95.0, 87.79, 0.331; GCF_001269385.1, s__Limnohabitans_A sp001269385, 95.0, 87.5, 0.172; GCA_021731425.1, s__Limnohabitans_A sp021731425, 95.0, 87.47, 0.278; GCA_027486495.1, s__Limnohabitans_A sp027486495, 95.0, 87.39, 0.227; GCF_003063265.1, s__Limnohabitans_A sp003063265, 95.0, 87.13, 0.173; GCF_003063645.1, s__Limnohabitans_A sp003063645, 95.0, 86.91, 0.223; GCA_945897795.1, s__Limnohabitans_A sp945897795, 95.0, 86.89, 0.246; GCA_002256145.1, s__Limnohabitans_A sp002256145, 95.0, 86.74, 0.156; GCA_903932865.1, s__Limnohabitans_A sp903932865, 95.0, 86.67, 0.216; GCF_001269345.1, s__Limnohabitans_A sp001269345, 95.0, 86.67, 0.216; GCF_945901735.1, s__Limnohabitans_A sp945901735, 95.0, 86.62, 0.204; GCF_937889215.1, s__Limnohabitans_A sp937889215, 95.0, 86.47, 0.187; GCF_003063435.1, s__Limnohabitans_A sp003063435, 95.0, 86.31, 0.16; GCA_903953985.1, s__Limnohabitans_A sp903953985, 95.0, 86.16, 0.165; GCA_027488215.1, s__Limnohabitans_A sp027488215, 95.0, 86.02, 0.209; GCF_002778275.1, s__Limnohabitans_A sp002778275, 95.0, 86.01, 0.154; GCA_015657605.1, s__Limnohabitans_A sp015657605, 95.0, 85.44, 0.156; GCA_027484105.1, s__Limnohabitans_A sp027484105, 95.0, 85.19, 0.171; GCA_947458305.1, s__Limnohabitans_A sp947458305, 95.0, 85.17, 0.166; GCA_021299875.1, s__Limnohabitans_A sp021299875, 95.0, 85.1, 0.162; GCF_003063455.1, s__Limnohabitans_A parvus, 95.0, 84.97, 0.159; GCA_947463845.1, s__Limnohabitans_A sp947463845, 95.0, 83.37, 0.154	29.67	11	0.99297	Genome has more than 19.2% of markers with multiple hits
binning_output.092	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp024643325	GCA_024643325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp024643325	98.13	0.697	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_024643325.1, s__MAG-120531 sp024643325, 95.0, 98.13, 0.697; GCA_029238555.1, s__MAG-120531 sp029238555, 95.0, 94.74, 0.65; GCA_018401115.1, s__MAG-120531 sp018401115, 95.0, 94.06, 0.565; GCA_937136755.1, s__MAG-120531 sp937136755, 95.0, 93.73, 0.646; GCA_000173115.1, s__MAG-120531 sp000173115, 95.0, 89.17, 0.389; GCA_905182295.1, s__MAG-120531 sp905182295, 95.0, 89.07, 0.401	29.22	11	N/A	Genome has more than 27.5% of markers with multiple hits
binning_output.093	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UM-FILTER-40-17;s__UM-FILTER-40-17 sp018829465	GCA_018829465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UM-FILTER-40-17;s__UM-FILTER-40-17 sp018829465	99.58	0.841	GCA_018829465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UM-FILTER-40-17;s__UM-FILTER-40-17 sp018829465	99.58	0.841	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UM-FILTER-40-17;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	73.41	11	N/A	Genome has more than 15.8% of markers with multiple hits
binning_output.094	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_030656115.1, s__Hydrogenophaga sp030656115, 95.0, 86.64, 0.271; GCA_018333605.1, s__Hydrogenophaga sp018333605, 95.0, 85.66, 0.266; GCA_030684755.1, s__Hydrogenophaga sp030684755, 95.0, 85.13, 0.187; GCA_011391495.1, s__Hydrogenophaga sp011391495, 95.0, 83.88, 0.202; GCA_030653975.1, s__Hydrogenophaga sp030653975, 95.0, 83.77, 0.158; GCA_030682835.1, s__Hydrogenophaga sp030682835, 95.0, 83.64, 0.173; GCA_013823655.1, s__Hydrogenophaga sp013823655, 95.0, 83.0, 0.162	20.18	11	0.97424	Genome has more than 29.2% of markers with multiple hits
binning_output.095	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_030656115.1, s__Hydrogenophaga sp030656115, 95.0, 87.03, 0.211	21.31	11	0.97824	Genome has more than 11.7% of markers with multiple hits
binning_output.096	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_008807395.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__Thiopseudomonas sp002342705	84.49	0.191	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_012719655.1, s__Thiopseudomonas sp012719655, 95.0, 89.97, 0.235; GCF_000421765.1, s__Thiopseudomonas caeni, 95.0, 85.79, 0.254	19.34	11	0.98317	Genome has more than 14.2% of markers with multiple hits
binning_output.097	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_012719655.1, s__Thiopseudomonas sp012719655, 95.0, 90.68, 0.278; GCF_000421765.1, s__Thiopseudomonas caeni, 95.0, 88.35, 0.277; GCF_008807395.1, s__Thiopseudomonas sp002342705, 95.0, 85.88, 0.179; GCF_905120345.1, s__Thiopseudomonas caeni_A, 95.0, 83.07, 0.152	26.18	11	0.984	Genome has more than 35.0% of markers with multiple hits
binning_output.098	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_018059485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__JAGOXX01 sp018059485	93.75	0.231	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	18.39	11	0.98353	N/A
binning_output.099	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_018059485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__JAGOXX01 sp018059485	95.64	0.206	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	14.62	11	0.97959	Genome has more than 20.8% of markers with multiple hits
binning_output.100	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA918;g__OLB19;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA918;g__OLB19;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	44.97	11	0.95855	Genome has more than 19.2% of markers with multiple hits
binning_output.101	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.86	0.685	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.86	0.685	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000614125.1, s__Bacteroides rodentium, 95.0, 94.88, 0.547; GCF_004793475.1, s__Bacteroides muris, 95.0, 91.59, 0.444; GCA_905197435.1, s__Bacteroides sp905197435, 95.0, 87.43, 0.444	59.11	11	N/A	N/A
binning_output.102	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_018059485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__JAGOXX01 sp018059485	92.54	0.362	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__JAGOXX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	23.28	11	0.97721	Genome has more than 26.7% of markers with multiple hits
binning_output.103	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.4%)
binning_output.104	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__	N/A	N/A	N/A	N/A	N/A	GCA_021044545.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__RS62 sp021044545	94.85	0.733	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	35.81	11	0.99592	Genome has more than 22.5% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
binning_output.105	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.3%)
binning_output.106	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	12.0	11	0.63841	Genome has more than 12.5% of markers with multiple hits
binning_output.107	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_019880365.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri_P	98.27	0.456	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003325755.1, s__Stutzerimonas sp003325755, 95.0, 84.58, 0.165	11.06	11	0.99999	N/A
binning_output.108	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__	N/A	N/A	N/A	N/A	N/A	GCA_021044545.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__RS62 sp021044545	90.04	0.456	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	39.62	11	0.98875	Genome has more than 23.3% of markers with multiple hits
